
#CMD
name			north~
do_fun			do_north~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			east~
do_fun			do_east~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			south~
do_fun			do_south~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			west~
do_fun			do_west~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			up~
do_fun			do_up~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			down~
do_fun			do_down~
position		standing~
level			0
flags			none~
log			never~
category		movement~
#END

#CMD
name			at~
do_fun			do_at~
position		dead~
level			54
flags			none~
log			normal~
category		immortal~
#END

#CMD
name			cast~
do_fun			do_cast~
position		fighting~
level			0
flags			none~
log			normal~
category		combat~
#END

#CMD
name			auction~
do_fun			do_auction~
position		sleeping~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			buy~
do_fun			do_buy~
position		resting~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			channels~
do_fun			do_channels~
position		dead~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			exits~
do_fun			do_exits~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			get~
do_fun			do_get~
position		resting~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			goto~
do_fun			do_goto~
position		dead~
level			52
flags			none~
log			normal~
category		immortal~
#END

#CMD
name			group~
do_fun			do_group~
position		sleeping~
level			0
flags			none~
log			normal~
category		combat~
#END

#CMD
name			guild~
do_fun			do_guild~
position		dead~
level			56
flags			none~
log			normal~
category		immortal~
#END

#CMD
name			hit~
do_fun			do_kill~
position		fighting~
level			0
flags			none~
log			normal~
category		hidden~
#END

#CMD
name			inventory~
do_fun			do_inventory~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			kill~
do_fun			do_kill~
position		fighting~
level			0
flags			none~
log			normal~
category		combat~
#END

#CMD
name			look~
do_fun			do_look~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			clantalk~
do_fun			do_clantalk~
position		sleeping~
level			0
flags			none~
log			normal~
category		clan~
#END

#CMD
name			music~
do_fun			do_music~
position		sleeping~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			order~
do_fun			do_order~
position		resting~
level			0
flags			none~
log			normal~
category		miscellaneous~
#END

#CMD
name			practice~
do_fun			do_practice~
position		sleeping~
level			0
flags			none~
log			normal~
category		miscellaneous~
#END

#CMD
name			rest~
do_fun			do_rest~
position		sleeping~
level			0
flags			none~
log			normal~
category		movement~
#END

#CMD
name			sit~
do_fun			do_sit~
position		sleeping~
level			0
flags			none~
log			normal~
category		movement~
#END

#CMD
name			sockets~
do_fun			do_sockets~
position		dead~
level			56
flags			none~
log			normal~
category		immortal~
#END

#CMD
name			stand~
do_fun			do_stand~
position		sleeping~
level			0
flags			none~
log			normal~
category		movement~
#END

#CMD
name			tell~
do_fun			do_tell~
position		resting~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			unlock~
do_fun			do_unlock~
position		resting~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			wield~
do_fun			do_wear~
position		resting~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			wizhelp~
do_fun			do_wizhelp~
position		dead~
level			51
flags			none~
log			normal~
category		immortal~
#END

#CMD
name			affects~
do_fun			do_affects~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			areas~
do_fun			do_areas~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			bug~
do_fun			do_bug~
position		dead~
level			0
flags			none~
log			normal~
category		miscellaneous~
#END

#CMD
name			board~
do_fun			do_board~
position		sleeping~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			commands~
do_fun			do_commands~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			compare~
do_fun			do_compare~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			consider~
do_fun			do_consider~
position		resting~
level			0
flags			none~
log			normal~
category		combat~
#END

#CMD
name			count~
do_fun			do_count~
position		sleeping~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			credits~
do_fun			do_credits~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			equipment~
do_fun			do_equipment~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			examine~
do_fun			do_examine~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			help~
do_fun			do_help~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			motd~
do_fun			do_motd~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			read~
do_fun			do_read~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			report~
do_fun			do_report~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			rules~
do_fun			do_rules~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			score~
do_fun			do_score~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			skills~
do_fun			do_skills~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			socials~
do_fun			do_socials~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			show~
do_fun			do_show~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			spells~
do_fun			do_spells~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			story~
do_fun			do_story~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			time~
do_fun			do_time~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			typo~
do_fun			do_typo~
position		dead~
level			0
flags			none~
log			normal~
category		miscellaneous~
#END

#CMD
name			weather~
do_fun			do_weather~
position		resting~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			who~
do_fun			do_who~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			whois~
do_fun			do_whois~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			wizlist~
do_fun			do_wizlist~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			worth~
do_fun			do_worth~
position		sleeping~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			alias~
do_fun			do_alias~
position		dead~
level			0
flags			noprefix~
log			normal~
category		settings~
#END

#CMD
name			autolist~
do_fun			do_autolist~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			autoassist~
do_fun			do_autoassist~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			autoexit~
do_fun			do_autoexit~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			autogold~
do_fun			do_autogold~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			autoloot~
do_fun			do_autoloot~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			autosac~
do_fun			do_autosac~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			autosplit~
do_fun			do_autosplit~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			brief~
do_fun			do_brief~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			colour~
do_fun			do_color~
position		dead~
level			0
flags			none~
log			normal~
category		hidden~
#END

#CMD
name			color~
do_fun			do_color~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			colourset~
do_fun			do_colorset~
position		dead~
level			0
flags			none~
log			normal~
category		hidden~
#END

#CMD
name			colorset~
do_fun			do_colorset~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			combine~
do_fun			do_combine~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			compact~
do_fun			do_compact~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			description~
do_fun			do_description~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			delete~
do_fun			do_delete~
position		standing~
level			0
flags			noprefix no_order noalias~
log			always~
category		miscellaneous~
#END

#CMD
name			nofollow~
do_fun			do_nofollow~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			noloot~
do_fun			do_noloot~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			nosummon~
do_fun			do_nosummon~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			outfit~
do_fun			do_outfit~
position		resting~
level			0
flags			none~
log			normal~
category		object~
#END

#CMD
name			password~
do_fun			do_password~
position		dead~
level			0
flags			none~
log			never~
category		settings~
#END

#CMD
name			prompt~
do_fun			do_prompt~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			screen~
do_fun			do_screen~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			title~
do_fun			do_title~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			unalias~
do_fun			do_unalias~
position		dead~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			wimpy~
do_fun			do_wimpy~
position		dead~
level			0
flags			none~
log			normal~
category		combat~
#END

#CMD
name			info~
do_fun			do_info~
position		dead~
level			0
flags			none~
log			normal~
category		information~
#END

#CMD
name			afk~
do_fun			do_afk~
position		sleeping~
level			0
flags			none~
log			normal~
category		settings~
#END

#CMD
name			answer~
do_fun			do_answer~
position		sleeping~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			deaf~
do_fun			do_deaf~
position		dead~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			emote~
do_fun			do_emote~
position		resting~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			pmote~
do_fun			do_pmote~
position		resting~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			.~
do_fun			do_gossip~
position		sleeping~
level			0
flags			none~
log			normal~
category		hidden~
#END

#CMD
name			gossip~
do_fun			do_gossip~
position		sleeping~
level			0
flags			none~
log			normal~
category		communication~
#END

#CMD
name			,~
do_fun			do_emote~
position		resting~
level			0
flags			none~
log			normal~
category		hidden~
#END

#CMD
name			grats~
do_fun			do_grats~
position		sleeping~
level			0
flags			none~
log			normal~
category		communication~
#END

